Ano,Trimestre,Departamento,Municipio,N Accesos fijos a internet,poblacion Dane,Indice
2019,2,BOYACA,CUITIVA,36,1804,0.02
2019,1,SANTANDER,CABRERA,27,1983,0.0136
2019,1,HUILA,GIGANTE,888,24634,0.036
2018,3,BOYACA,SOCOTA,63,7298,0.0086
2019,4,SANTANDER,LANDAZURI,73,10482,0.007
2018,4,ANTIOQUIA,LA PINTADA,941,8114,0.116
2018,3,GUAVIARE,MIRAFLORES,11,6771,0.0016
2018,4,PUTUMAYO,MOCOA,3998,56398,0.0709
2019,3,ANTIOQUIA,CARACOLI,300,4537,0.0661
2018,4,BOLIVAR,MAGANGUE,7531,133270,0.0565
2020,1,HUILA,PALESTINA,12,11395,0.0011
2019,3,CUNDINAMARCA,SUTATAUSA,86,6169,0.0139
2019,4,SANTANDER,ARATOCA,278,8368,0.0332
2019,2,QUINDIO,FILANDIA,568,12154,0.0467
2019,1,ANTIOQUIA,VALDIVIA,563,13950,0.0404
2019,1,CUNDINAMARCA,SIMIJACA,719,13465,0.0534
2019,4,TOLIMA,AMBALEMA,37,6596,0.0056
2018,4,ANTIOQUIA,ARGELIA,297,7689,0.0386
2020,1,ATLANTICO,REPELON,312,28102,0.0111
2018,4,NORTE DE SANTANDER,EL TARRA,699,20093,0.0348
2019,1,ANTIOQUIA,MEDELLIN,600822,2483545,0.2419
2019,1,HUILA,PAICOL,167,6655,0.0251
2019,4,VAUPES,TARAIRA,8,2318,0.0035
2019,3,CESAR,ASTREA,28,20617,0.0014
2020,1,SUCRE,COVENAS,1371,19516,0.0703
2019,3,ANTIOQUIA,VALPARAISO,458,6462,0.0709
2019,1,CUNDINAMARCA,SASAIMA,366,11104,0.033
2019,2,CUNDINAMARCA,NEMOCON,475,13868,0.0343
2019,3,NORTE DE SANTANDER,SARDINATA,96,26100,0.0037
2019,2,NARINO,ARBOLEDA,59,8431,0.007
2019,3,GUAINIA,MORICHAL,18,937,0.0192
2018,4,SANTANDER,SUCRE,71,7202,0.0099
2018,4,CUNDINAMARCA,SIBATE,4082,33491,0.1219
2020,1,ANTIOQUIA,ZARAGOZA,1275,25703,0.0496
2019,3,BOYACA,COVARACHIA,33,2742,0.012
2020,1,SANTANDER,LOS SANTOS,140,14787,0.0095
2018,3,NARINO,CORDOBA,177,15516,0.0114
2019,2,ATLANTICO,SABANALARGA,3673,97005,0.0379
2020,1,META,VISTAHERMOSA,85,16790,0.0051
2019,2,BOLIVAR,MARIA LA BAJA,504,47389,0.0106
2018,3,NORTE DE SANTANDER,LA PLAYA,273,7582,0.036
2019,4,CUNDINAMARCA,BOJACA,123,10524,0.0117
2019,3,CHOCO,CARMEN DEL DARIEN,19,18930,0.001
2019,3,MAGDALENA,CONCORDIA,11,10908,0.001
2018,3,ANTIOQUIA,MURINDO,94,4911,0.0191
2019,2,SANTANDER,PUENTE NACIONAL,151,14740,0.0102
2019,2,BOYACA,SAN EDUARDO,40,1676,0.0239
2018,3,ANTIOQUIA,TAMESIS,1142,16281,0.0701
2020,1,META,MESETAS,42,10430,0.004
2020,1,BOYACA,ZETAQUIRA,61,4625,0.0132
2019,4,TOLIMA,MELGAR,5326,37191,0.1432
2018,3,NARINO,SAN ANDRES DE TUMACO,3994,253637,0.0157
2019,1,SUCRE,LA UNION,22,12701,0.0017
2019,1,MAGDALENA,SAN SEBASTIAN DE BUENAVISTA,26,20171,0.0013
2019,1,CAQUETA,SOLANO,16,11359,0.0014
2019,2,CESAR,EL COPEY,733,30957,0.0237
2019,4,ANTIOQUIA,ENVIGADO,75071,236114,0.3179
2018,4,NARINO,PUERRES,94,8581,0.011
2018,4,CASANARE,TRINIDAD,314,13233,0.0237
2019,3,CUNDINAMARCA,JUNIN,78,5920,0.0132
2019,4,BOYACA,PISBA,10,1779,0.0056
2018,4,LA GUAJIRA,DIBULLA,209,37740,0.0055
2019,3,ANTIOQUIA,ITUANGO,1066,27419,0.0389
2019,3,BOYACA,SUTATENZA,48,4224,0.0114
2020,1,NARINO,FRANCISCO PIZARRO,20,14158,0.0014
2020,1,CAUCA,EL TAMBO,419,53769,0.0078
2019,2,ANTIOQUIA,JARDIN,1392,14662,0.0949
2018,3,NARINO,PUPIALES,338,17491,0.0193
2019,4,HUILA,TESALIA,669,10815,0.0619
2019,4,TOLIMA,PLANADAS,222,25785,0.0086
2019,3,NARINO,BELEN,52,6311,0.0082
2019,4,ANTIOQUIA,CAUCASIA,11405,93044,0.1226
2020,1,BOYACA,CERINZA,17,3706,0.0046
2019,3,NARINO,LA LLANADA,4,6481,6e-04
2018,4,BOYACA,SUTAMARCHAN,78,6092,0.0128
2019,3,BOYACA,ARCABUCO,102,5911,0.0173
2019,4,NORTE DE SANTANDER,BOCHALEMA,41,8529,0.0048
2018,3,BOYACA,TIBANA,193,9051,0.0213
2019,1,CUNDINAMARCA,PACHO,680,25046,0.0272
2019,2,CESAR,VALLEDUPAR,70723,513685,0.1377
2019,2,LA GUAJIRA,DIBULLA,48,40051,0.0012
2019,2,BOLIVAR,SAN MARTIN DE LOBA,266,14792,0.018
2019,2,SANTANDER,CONFINES,29,3233,0.009
2018,3,CUNDINAMARCA,SOPO,3719,25782,0.1442
2019,1,SANTANDER,SUAITA,144,10086,0.0143
2019,4,MAGDALENA,SABANAS DE SAN ANGEL,327,16247,0.0201
2018,4,VALLE DEL CAUCA,ANDALUCIA,1944,22436,0.0866
2019,1,CUNDINAMARCA,SUPATA,95,5361,0.0177
2019,3,CUNDINAMARCA,QUETAME,153,5176,0.0296
2018,3,BOYACA,OTANCHE,200,8018,0.0249
2019,4,CUNDINAMARCA,GACHETA,125,8439,0.0148
2018,3,ATLANTICO,JUAN DE ACOSTA,218,20999,0.0104
2019,4,SANTANDER,EL PENON,19,5405,0.0035
2019,3,VALLE DEL CAUCA,OBANDO,1114,12140,0.0918
2018,4,ATLANTICO,SABANALARGA,3826,93261,0.041
2018,4,CAQUETA,EL PAUJIL,272,18036,0.0151
2018,3,BOYACA,SAMACA,519,18298,0.0284
2020,1,CAQUETA,FLORENCIA,24568,173011,0.142
2020,1,CAUCA,CALDONO,198,41770,0.0047
2018,3,VALLE DEL CAUCA,EL DOVIO,229,8886,0.0258
2019,2,HUILA,PALERMO,828,26590,0.0311
2019,4,TOLIMA,CUNDAY,43,8518,0.005
2018,3,PUTUMAYO,PUERTO CAICEDO,21,16095,0.0013
2018,3,META,SAN JUANITO,37,1307,0.0283
2020,1,VALLE DEL CAUCA,OBANDO,935,12042,0.0776
2020,1,CALDAS,VITERBO,1293,12853,0.1006
2018,3,CORDOBA,SAN ANDRES SOTAVENTO,846,48610,0.0174
2019,3,VICHADA,PUERTO CARRENO,1240,20474,0.0606
2019,4,CAQUETA,SOLITA,13,6280,0.0021
2019,4,TOLIMA,PALOCABILDO,37,9773,0.0038
2018,4,CALDAS,MANIZALES,83560,434403,0.1924
2019,2,HUILA,OPORAPA,108,11779,0.0092
2019,1,VALLE DEL CAUCA,TULUA,36161,215978,0.1674
2020,1,ANTIOQUIA,ANGOSTURA,405,11536,0.0351
2018,4,CUNDINAMARCA,CABRERA,92,4722,0.0195
2019,4,META,CASTILLA LA NUEVA,521,15186,0.0343
2019,2,CHOCO,MEDIO BAUDO,31,15405,0.002
2019,2,SANTANDER,PARAMO,51,4773,0.0107
2019,2,SANTANDER,AGUADA,28,1858,0.0151
2019,1,ATLANTICO,CAMPO DE LA CRUZ,126,23230,0.0054
2019,2,HUILA,ISNOS,217,25463,0.0085
2019,3,HUILA,TERUEL,75,8064,0.0093
2019,1,GUAVIARE,EL RETORNO,34,13684,0.0025
2019,3,SUCRE,PALMITO,18,14635,0.0012
2019,4,BOYACA,CERINZA,15,3703,0.0041
2018,3,BOYACA,PUERTO BOYACA,6118,46736,0.1309
2019,3,MAGDALENA,REMOLINO,9,11702,8e-04
2020,1,ANTIOQUIA,CAMPAMENTO,364,9243,0.0394
2019,3,RISARALDA,DOSQUEBRADAS,48636,220771,0.2203
2019,2,CUNDINAMARCA,TIBIRITA,71,3207,0.0221
2020,1,SANTANDER,SAN VICENTE DE CHUCURI,800,33593,0.0238
2018,3,CESAR,VALLEDUPAR,66469,490075,0.1356
2018,3,SANTANDER,MACARAVITA,41,2171,0.0189
2018,4,VALLE DEL CAUCA,ROLDANILLO,4195,36797,0.114
2018,3,CUNDINAMARCA,PAIME,41,4186,0.0098
2019,3,GUAINIA,CACAHUAL,19,886,0.0214
2018,3,BOYACA,CHITARAQUE,71,5830,0.0122
2019,2,NARINO,MAGsI,10,25214,4e-04
2019,4,MAGDALENA,SAN SEBASTIAN DE BUENAVISTA,11,20171,5e-04
2018,3,NORTE DE SANTANDER,GRAMALOTE,27,7295,0.0037
2019,1,ANTIOQUIA,MUTATA,1074,14196,0.0757
2019,1,SUCRE,SAN LUIS DE SINCE,654,31365,0.0209
2019,4,CHOCO,JURADO,113,6774,0.0167
2018,3,CUNDINAMARCA,LA CALERA,5986,29868,0.2004
2019,3,BOYACA,QUIPAMA,103,4939,0.0209
2019,1,HUILA,BARAYA,53,8282,0.0064
2018,3,ANTIOQUIA,EL BAGRE,2992,51862,0.0577
2018,4,BOYACA,VIRACACHA,25,2837,0.0088
2018,3,SANTANDER,PALMAS DEL SOCORRO,33,2535,0.013
2019,2,LA GUAJIRA,ALBANIA,1160,30848,0.0376
2019,1,CUNDINAMARCA,TAUSA,84,8354,0.0101
2019,3,ANTIOQUIA,PUERTO NARE,1150,14384,0.0799
2019,3,ATLANTICO,SOLEDAD,76512,638065,0.1199
2019,1,CALDAS,MANZANARES,754,17805,0.0423
2018,3,SUCRE,TOLU VIEJO,324,21339,0.0152
2019,1,QUINDIO,PIJAO,154,5146,0.0299
2019,2,CALDAS,MARULANDA,101,2565,0.0394
2019,1,TOLIMA,FLANDES,3033,28510,0.1064
2020,1,NORTE DE SANTANDER,VILLA DEL ROSARIO,12494,111254,0.1123
2020,1,META,MAPIRIPAN,14,7156,0.002
2018,2,VAUPES,PACOA,0,4042,0
2020,1,BOLIVAR,ALTOS DEL ROSARIO,16,11585,0.0014
2019,2,TOLIMA,VALLE DE SAN JUAN,167,5353,0.0312
2019,4,CUNDINAMARCA,VENECIA,21,4320,0.0049
2019,2,ANTIOQUIA,FREDONIA,2054,24553,0.0837
2018,3,LA GUAJIRA,RIOHACHA,18716,188014,0.0995
2019,1,ATLANTICO,CANDELARIA,202,16648,0.0121
2020,1,CUNDINAMARCA,NOCAIMA,138,6562,0.021
2018,3,HUILA,SALADOBLANCO,10,10444,0.001
2018,4,TOLIMA,CHAPARRAL,3268,50367,0.0649
2019,4,ANTIOQUIA,SABANALARGA,349,9155,0.0381
2019,1,NARINO,SAN PEDRO DE CARTAGO,44,6831,0.0064
2019,3,ANTIOQUIA,EBEJICO,580,12108,0.0479
2018,3,CUNDINAMARCA,ANOLAIMA,438,13816,0.0317
2018,3,TOLIMA,ALPUJARRA,193,4544,0.0425
2020,1,SAN ANDRES Y PROVIDENCIA,PROVIDENCIA,11,6259,0.0018
2020,1,ANTIOQUIA,VIGIA DEL FUERTE,197,9423,0.0209
2019,2,ANTIOQUIA,HISPANIA,539,5530,0.0975
2019,1,NARINO,EL CHARCO,15,22528,7e-04
2019,3,SANTANDER,HATO,40,2349,0.017
2020,1,CASANARE,CHAMEZA,17,2634,0.0065
2019,4,BOYACA,BOAVITA,42,4888,0.0086
2018,3,AMAZONAS,PUERTO ARICA,3,1013,0.003
2019,2,BOLIVAR,TIQUISIO,248,18584,0.0133
2019,1,ANTIOQUIA,SAN CARLOS,888,15940,0.0557
2019,4,SANTANDER,CARCASI,22,4263,0.0052
2019,2,BOYACA,GAMEZA,93,4845,0.0192
2018,4,BOYACA,PANQUEBA,29,1717,0.0169
2019,1,BOLIVAR,MARIA LA BAJA,476,47389,0.01
2018,3,BOYACA,SIACHOQUE,70,6729,0.0104
2018,3,GUAINIA,INIRIDA,576,31514,0.0183
2018,4,ATLANTICO,MANATI,15,19808,8e-04
2019,4,BOYACA,PAYA,17,2616,0.0065
2019,4,NORTE DE SANTANDER,ARBOLEDAS,91,9860,0.0092
2019,3,TOLIMA,LERIDA,1097,18598,0.059
2019,2,SUCRE,BUENAVISTA,8,10727,7e-04
2019,1,CASANARE,YOPAL,24043,173610,0.1385
2019,4,CAUCA,SILVIA,33,37713,9e-04
2018,3,CALDAS,AGUADAS,759,22823,0.0333
2020,1,ANTIOQUIA,MURINDO,105,5234,0.0201
2020,1,VALLE DEL CAUCA,BUENAVENTURA,25940,311827,0.0832
2018,3,RISARALDA,PUEBLO RICO,107,16156,0.0066
2020,1,CORDOBA,LOS CORDOBAS,168,19314,0.0087
2020,1,ANTIOQUIA,GIRARDOTA,8130,54439,0.1493
2019,3,SUCRE,SAN MARCOS,1124,59254,0.019
2020,1,CORDOBA,PUEBLO NUEVO,1068,36486,0.0293
2018,4,ANTIOQUIA,DABEIBA,994,23044,0.0431
2019,3,BOYACA,CHITA,113,7881,0.0143
2019,4,SUCRE,CAIMITO,12,15668,8e-04
2019,1,ANTIOQUIA,YOLOMBO,1004,23050,0.0436
2020,1,CESAR,GONZALEZ,9,4568,0.002
2020,1,SUCRE,EL ROBLE,9,10439,9e-04
2020,1,CUNDINAMARCA,VERGARA,49,7167,0.0068
2018,3,CUNDINAMARCA,SASAIMA,309,10711,0.0288
2019,1,HUILA,TARQUI,125,17587,0.0071
2019,4,SANTANDER,CHARTA,25,2883,0.0087
2019,4,ARAUCA,ARAUQUITA,913,53407,0.0171
2019,3,CESAR,TAMALAMEQUE,24,15790,0.0015
2019,4,SANTANDER,CONTRATACION,175,3683,0.0475
2019,3,CUNDINAMARCA,NEMOCON,403,13868,0.0291
2019,3,META,SAN JUAN DE ARAMA,184,8948,0.0206
2019,3,VALLE DEL CAUCA,ZARZAL,5446,42191,0.1291
2018,3,QUINDIO,ARMENIA,70163,295208,0.2377
2019,1,HUILA,AIPE,413,16361,0.0252
2019,3,CAQUETA,ALBANIA,22,4491,0.0049
2019,1,HUILA,ACEVEDO,782,25046,0.0312
2019,1,CHOCO,MEDIO ATRATO,15,10817,0.0014
2019,1,HUILA,TERUEL,40,8064,0.005
2018,3,SANTANDER,LOS SANTOS,71,14106,0.005
2020,1,ANTIOQUIA,HISPANIA,573,5591,0.1025
2019,1,CUNDINAMARCA,GUACHETA,283,13749,0.0206
2018,3,ANTIOQUIA,SABANALARGA,322,9032,0.0357
2019,4,CAUCA,MORALES,48,39516,0.0012
2019,3,HUILA,YAGUARA,294,7774,0.0378
2018,4,HUILA,ACEVEDO,30,24774,0.0012
2018,4,NORTE DE SANTANDER,SAN CALIXTO,145,12011,0.0121
2018,4,GUAINIA,LA GUADALUPE,0,279,0
2018,4,ARAUCA,CRAVO NORTE,205,3925,0.0522
2019,1,ANTIOQUIA,FREDONIA,2042,24553,0.0832
2019,3,BOYACA,TIBANA,191,9085,0.021
2019,2,ANTIOQUIA,URRAO,1742,30484,0.0571
2019,2,NARINO,EL TABLON DE GOMEZ,59,14296,0.0041
2019,2,ANTIOQUIA,YOLOMBO,969,23050,0.042
2018,4,BOYACA,MARIPI,43,5741,0.0075
2018,3,CAUCA,LA SIERRA,31,10749,0.0029
2019,2,ATLANTICO,USIACURI,5,12743,4e-04
2020,1,ATLANTICO,MALAMBO,10724,139566,0.0768
2018,4,NORTE DE SANTANDER,PAMPLONA,5883,50025,0.1176
2019,3,NARINO,SANDONA,469,20184,0.0232
2020,1,BOYACA,GsICAN,23,4301,0.0053
2019,4,CALDAS,LA DORADA,6634,72972,0.0909
2019,3,GUAVIARE,EL RETORNO,30,13684,0.0022
2020,1,CORDOBA,CHIMA,36,17905,0.002
2018,3,TOLIMA,HONDA,2762,24693,0.1119
2018,3,NORTE DE SANTANDER,VILLA DEL ROSARIO,10130,101952,0.0994
2018,3,CUNDINAMARCA,CHOACHI,211,10961,0.0193
2019,3,CHOCO,UNGUIA,311,12821,0.0243
2019,2,BOLIVAR,MAGANGUE,8477,137030,0.0619
2020,1,NARINO,SAMANIEGO,208,27742,0.0075
2018,3,BOYACA,LA UVITA,94,2999,0.0313
2019,3,ARAUCA,ARAUQUITA,950,53407,0.0178
2018,4,SANTANDER,EL CARMEN DE CHUCURI,119,20916,0.0057
2019,3,CUNDINAMARCA,FACATATIVA,19357,148001,0.1308
2019,2,CORDOBA,CHIMA,61,17738,0.0034
2019,2,SANTANDER,OCAMONTE,43,5740,0.0075
2019,2,HUILA,TESALIA,599,10815,0.0554
2018,3,MAGDALENA,ARACATACA,583,39857,0.0146
2019,3,SANTANDER,BARBOSA,2318,31940,0.0726
2020,1,GUAINIA,PANA PANA,0,2011,0
2019,4,NORTE DE SANTANDER,LABATECA,63,6443,0.0098
2019,1,CAUCA,JAMBALO,50,18240,0.0027
2019,2,BOYACA,MONGUI,191,4266,0.0448
2019,2,ATLANTICO,POLONUEVO,9,18941,5e-04
2018,3,GUAVIARE,SAN JOSE DEL GUAVIARE,2173,52815,0.0411
2020,1,VALLE DEL CAUCA,CALIMA,645,18266,0.0353
2018,4,NORTE DE SANTANDER,CHINACOTA,768,17263,0.0445
2019,3,NARINO,COLON,67,8403,0.008
2018,3,ANTIOQUIA,SALGAR,845,18258,0.0463
2019,1,ATLANTICO,USIACURI,3,12743,2e-04
2020,1,NORTE DE SANTANDER,BUCARASICA,45,6614,0.0068
2019,4,META,FUENTE DE ORO,54,12266,0.0044
2019,4,LA GUAJIRA,DIBULLA,63,40051,0.0016
2019,3,NARINO,SANTACRUZ,66,10939,0.006
2019,1,CALDAS,LA DORADA,8173,72972,0.112
2018,3,SUCRE,EL ROBLE,17,9944,0.0017
2019,4,CESAR,BECERRIL,87,22542,0.0039
2018,4,QUINDIO,CORDOBA,215,5642,0.0381
2019,2,TOLIMA,PALOCABILDO,148,9773,0.0151
2018,3,ANTIOQUIA,CARAMANTA,269,4743,0.0567
2019,3,ANTIOQUIA,CONCORDIA,922,21504,0.0429
2019,3,NARINO,PROVIDENCIA,56,5562,0.0101
2019,3,TOLIMA,PRADO,257,8443,0.0304
2018,4,BOYACA,FIRAVITOBA,193,6662,0.029
2019,1,BOYACA,COPER,79,3585,0.022
2019,2,SANTANDER,MATANZA,105,4999,0.021
2019,4,ANTIOQUIA,SABANETA,34565,85484,0.4043
2020,1,TOLIMA,PRADO,60,8415,0.0071
2019,3,NARINO,POTOSI,93,10197,0.0091
2019,2,ANTIOQUIA,MONTEBELLO,249,6635,0.0375
2019,3,ANTIOQUIA,PENOL,1693,21427,0.079
2019,1,TOLIMA,ORTEGA,324,34453,0.0094
2019,3,SANTANDER,CAPITANEJO,222,5479,0.0405
2019,2,BOYACA,TASCO,111,5823,0.0191
2019,2,CAUCA,JAMBALO,51,18240,0.0028
2020,1,SANTANDER,EL PLAYON,178,14038,0.0127
2018,4,ANTIOQUIA,SAN JERONIMO,1261,15361,0.0821
2020,1,CUNDINAMARCA,GACHALA,61,4405,0.0138
2019,1,CAQUETA,MILAN,21,9838,0.0021
2018,4,CAUCA,PIENDAMO,1792,40818,0.0439
2019,3,CESAR,RIO DE ORO,22,17346,0.0013
2019,4,CUNDINAMARCA,EL ROSAL,506,23417,0.0216
2018,3,NARINO,MALLAMA,64,8976,0.0071
2019,2,ANTIOQUIA,VIGIA DEL FUERTE,177,9265,0.0191
2019,4,CORDOBA,LORICA,5661,114666,0.0494
2019,2,META,SAN MARTIN,1804,26571,0.0679
2019,4,NARINO,YACUANQUER,29,10946,0.0026
2018,3,SUCRE,LOS PALMITOS,341,22880,0.0149
2018,3,BOYACA,LA VICTORIA,32,1118,0.0286
2019,1,CHOCO,MEDIO BAUDO,39,15405,0.0025
2019,1,CAQUETA,ALBANIA,17,4491,0.0038
2019,4,CUNDINAMARCA,TABIO,2705,22983,0.1177
2020,1,ANTIOQUIA,GUARNE,8021,58159,0.1379
2018,4,CHOCO,NOVITA,30,9153,0.0033
2019,2,BOYACA,TINJACA,41,3313,0.0124
2019,3,GUAINIA,LA GUADALUPE,0,288,0
2019,1,CAQUETA,EL PAUJIL,279,18251,0.0153
2019,2,RISARALDA,SANTUARIO,549,12506,0.0439
2018,4,CAUCA,CORINTO,33,25286,0.0013
2018,3,CALDAS,MANIZALES,83087,434403,0.1913
2019,2,BOLIVAR,CANTAGALLO,169,8488,0.0199
2018,4,VALLE DEL CAUCA,ANSERMANUEVO,1507,17448,0.0864
2018,4,TOLIMA,MELGAR,5070,36536,0.1388
2018,3,VALLE DEL CAUCA,CAICEDONIA,2761,28825,0.0958
2018,3,NARINO,ARBOLEDA,62,8443,0.0073
2018,4,CUNDINAMARCA,UBALA,101,7717,0.0131
2019,3,VAUPES,PAPUNAUA,0,749,0
2019,1,BOYACA,SOMONDOCO,35,2887,0.0121
2019,3,LA GUAJIRA,URIBIA,1485,177815,0.0084
2019,1,LA GUAJIRA,SAN JUAN DEL CESAR,2174,48387,0.0449
2019,4,SANTANDER,ALBANIA,9,4242,0.0021
2019,2,SANTANDER,SOCORRO,4017,32965,0.1219
2019,3,BOYACA,SUTAMARCHAN,75,6164,0.0122
2019,2,CALDAS,SAN JOSE,70,4875,0.0144
2018,4,BOYACA,TINJACA,39,3266,0.0119
2019,1,CUNDINAMARCA,RICAURTE,1260,13652,0.0923
2018,3,CUNDINAMARCA,QUIPILE,24,6291,0.0038
2018,4,TOLIMA,ARMERO,775,12696,0.061
2018,4,RISARALDA,SANTUARIO,592,12664,0.0467
2019,4,BOYACA,SAN MIGUEL DE SEMA,18,3006,0.006
2019,1,CORDOBA,SAN PELAYO,981,52481,0.0187
2019,3,CAQUETA,FLORENCIA,21719,170764,0.1272
2019,4,BOYACA,SUTAMARCHAN,26,6164,0.0042
2019,1,BOLIVAR,CICUCO,203,13903,0.0146
2019,2,VAUPES,TARAIRA,4,2318,0.0017
2020,1,ANTIOQUIA,MONTEBELLO,272,6641,0.041
2019,1,NORTE DE SANTANDER,TIBU,1316,56510,0.0233
2018,4,CHOCO,RIO QUITO,930,8236,0.1129
2019,4,NARINO,ALDANA,18,7375,0.0024
2018,3,CUNDINAMARCA,APULO,368,8192,0.0449
2019,3,BOLIVAR,MAGANGUE,8265,137030,0.0603
2019,3,BOYACA,SAN JOSE DE PARE,50,4989,0.01
2018,3,NORTE DE SANTANDER,BUCARASICA,26,6248,0.0042
2019,4,ATLANTICO,CAMPO DE LA CRUZ,116,23230,0.005
2019,2,ANTIOQUIA,PEQUE,240,8186,0.0293
2018,3,ANTIOQUIA,GUARNE,6931,55121,0.1257
2018,3,CESAR,ASTREA,46,20120,0.0023
2019,1,SANTANDER,GUACA,66,5900,0.0112
2018,3,RISARALDA,GUATICA,310,12158,0.0255
2020,1,NARINO,PASTO,80763,392589,0.2057
2019,1,CUNDINAMARCA,FUNZA,20480,99387,0.2061
2019,3,CAQUETA,SAN JOSE DEL FRAGUA,29,12949,0.0022
2019,4,BOLIVAR,SAN JUAN NEPOMUCENO,1291,37765,0.0342
2019,3,ANTIOQUIA,COCORNA,768,15042,0.0511
2019,2,CUNDINAMARCA,BITUIMA,31,2507,0.0124
2019,3,CHOCO,NOVITA,24,9116,0.0026
2019,2,BOYACA,BERBEO,31,1587,0.0195
2019,4,CALDAS,VITERBO,893,12780,0.0699
2018,3,ATLANTICO,PONEDERA,126,23848,0.0053
2020,1,BOYACA,SATIVASUR,17,1105,0.0154
2018,4,CHOCO,MEDIO SAN JUAN,27,10579,0.0026
2019,1,CALDAS,VICTORIA,229,10255,0.0223
2019,3,BOYACA,CAMPOHERMOSO,113,3082,0.0367
2019,3,NARINO,TANGUA,160,13397,0.0119
2020,1,CALDAS,PACORA,677,15324,0.0442
2019,4,ANTIOQUIA,BETULIA,803,15736,0.051
2018,3,CUNDINAMARCA,ZIPACON,60,4659,0.0129
2019,1,CUNDINAMARCA,COGUA,778,23286,0.0334
2019,4,CUNDINAMARCA,PULI,21,3369,0.0062
2019,2,CUNDINAMARCA,CHAGUANI,81,4255,0.019
2018,3,TOLIMA,LERIDA,1135,18574,0.0611
2018,3,CHOCO,EL LITORAL DEL SAN JUAN,45,21669,0.0021
2019,3,ATLANTICO,MALAMBO,10655,134468,0.0792
2019,2,GUAVIARE,EL RETORNO,34,13684,0.0025
2019,2,ANTIOQUIA,GUADALUPE,420,6607,0.0636
2018,4,SUCRE,MAJAGUAL,281,36650,0.0077
2019,1,SANTANDER,PUERTO WILCHES,1618,33572,0.0482
2020,1,CORDOBA,PUERTO ESCONDIDO,220,24364,0.009
2019,4,CAUCA,ARGELIA,228,26376,0.0086
2019,3,ATLANTICO,SABANALARGA,3955,97005,0.0408
2018,3,BOLIVAR,SOPLAVIENTO,111,10650,0.0104
2018,3,META,EL CALVARIO,33,1776,0.0186
2018,4,SANTANDER,CURITI,233,12717,0.0183
2019,1,BOYACA,CALDAS,29,3127,0.0093
2020,1,ANTIOQUIA,ANORI,1131,19104,0.0592
2019,4,CASANARE,SACAMA,23,2073,0.0111
2018,3,ANTIOQUIA,PUERTO BERRIO,3726,39314,0.0948
2019,3,CUNDINAMARCA,VIANI,76,4497,0.0169
2019,4,ANTIOQUIA,SAN PEDRO DE URABA,1132,31571,0.0359
2018,3,META,PUERTO RICO,275,13061,0.0211
2020,1,CUNDINAMARCA,CAQUEZA,701,17956,0.039
2020,1,CUNDINAMARCA,SIBATE,5405,36658,0.1474
2019,4,VALLE DEL CAUCA,VERSALLES,34,7070,0.0048
2020,1,SUCRE,CAIMITO,10,16028,6e-04
2018,3,VICHADA,LA PRIMAVERA,34,10122,0.0034
2018,4,ANTIOQUIA,GRANADA,594,10117,0.0587
2020,1,ATLANTICO,LURUACO,646,30314,0.0213
2019,1,TOLIMA,MURILLO,116,4129,0.0281
2019,2,CUNDINAMARCA,SAN BERNARDO,78,8703,0.009
2019,3,BOYACA,TUTA,308,8369,0.0368
2019,2,AMAZONAS,PUERTO ARICA,4,1027,0.0039
2019,4,ANTIOQUIA,SANTAFE DE ANTIOQUIA,2786,26598,0.1047
2020,1,VICHADA,LA PRIMAVERA,19,9608,0.002
2018,3,ANTIOQUIA,FREDONIA,1792,24408,0.0734
2019,2,LA GUAJIRA,URUMITA,426,11114,0.0383
2019,3,CAUCA,ARGELIA,206,26376,0.0078
2019,2,NORTE DE SANTANDER,HERRAN,23,7087,0.0032
2018,3,CASANARE,SABANALARGA,146,3625,0.0403
2019,3,BOYACA,PAYA,32,2616,0.0122
2019,1,BOYACA,TOGsI,40,4330,0.0092
2019,3,CALDAS,RISARALDA,362,10640,0.034
2019,4,NORTE DE SANTANDER,DURANIA,91,4693,0.0194
2018,3,SANTANDER,CHARALA,234,12270,0.0191
2020,1,VALLE DEL CAUCA,VIJES,44,12884,0.0034
2020,1,CHOCO,BAGADO,18,11262,0.0016
2019,3,VALLE DEL CAUCA,ROLDANILLO,4499,36767,0.1224
2019,1,PUTUMAYO,MOCOA,3568,57716,0.0618
2019,4,VICHADA,PUERTO CARRENO,1091,20474,0.0533
2019,4,BOYACA,MARIPI,28,5697,0.0049
2019,4,NARINO,CHACHAGsI,72,15328,0.0047
2019,3,ANTIOQUIA,YOLOMBO,957,23050,0.0415
2019,4,QUINDIO,ARMENIA,75457,300194,0.2514
2019,3,CAUCA,EL TAMBO,390,53840,0.0072
2019,2,ANTIOQUIA,ITUANGO,1053,27419,0.0384
2019,4,CAQUETA,LA MONTANITA,186,14662,0.0127
2018,3,SANTANDER,SAN MIGUEL,51,2531,0.0202
2018,3,ANTIOQUIA,GIRARDOTA,7549,51662,0.1461
2018,4,ANTIOQUIA,TARSO,429,6184,0.0694
2019,2,TOLIMA,MARIQUITA,2688,38084,0.0706
2019,3,QUINDIO,BUENAVISTA,60,3107,0.0193
2020,1,NARINO,NARINO,45,4346,0.0104
2020,1,SANTANDER,FLORIAN,20,5589,0.0036
