Ano,Trimestre,Departamento,Municipio,N Accesos fijos a internet,poblacion Dane,Indice
2017,2,AMAZONAS,PUERTO ARICA,0,1330,0
2020,3,VALLE DEL CAUCA,TRUJILLO,787,18982,0.0415
2018,1,ANTIOQUIA,SANTAFE DE ANTIOQUIA,2961,26164,0.1132
2017,1,CUNDINAMARCA,AGUA DE DIOS,0,10823,0
2017,1,LA GUAJIRA,EL MOLINO,0,8940,0
2017,1,ANTIOQUIA,VALDIVIA,0,23333,0
2018,1,HUILA,PALESTINA,14,11159,0.0013
2018,2,ANTIOQUIA,JERICO,1118,13640,0.082
2020,3,NARINO,POLICARPA,204,9779,0.0209
2020,3,ANTIOQUIA,YOLOMBO,1059,23501,0.0451
2017,2,BOYACA,SOMONDOCO,0,3482,0
2018,2,CAUCA,CALDONO,85,39946,0.0021
2018,1,BOYACA,SAN PABLO DE BORBUR,90,6608,0.0136
2017,2,NORTE DE SANTANDER,LA PLAYA,0,8559,0
2017,2,TOLIMA,SAN LUIS,0,19141,0
2018,2,SUCRE,OVEJAS,441,22871,0.0193
2018,1,ATLANTICO,SABANALARGA,3241,93261,0.0348
2017,1,ATLANTICO,TUBARA,0,11022,0
2018,1,CAUCA,CALDONO,79,39946,0.002
2017,1,BOYACA,SATIVASUR,0,1066,0
2018,2,ANTIOQUIA,CALDAS,16804,79638,0.211
2017,2,BOYACA,SAN MIGUEL DE SEMA,0,4540,0
2018,1,ANTIOQUIA,DON MATIAS,2210,18902,0.1169
2020,3,SANTANDER,CHIMA,12,2866,0.0042
2017,1,CAUCA,SOTARA,0,17273,0
2020,3,SUCRE,BUENAVISTA,226,10964,0.0206
2018,2,CHOCO,EL CANTON DEL SAN PABLO,15,6116,0.0025
2018,2,ANTIOQUIA,CAROLINA,415,3954,0.105
2020,3,CUNDINAMARCA,UBALA,118,7789,0.0151
2018,2,ANTIOQUIA,SAN ROQUE,1368,21519,0.0636
2017,2,ANTIOQUIA,YOLOMBO,0,24809,0
2017,2,VALLE DEL CAUCA,CAICEDONIA,0,29629,0
2020,3,BOLIVAR,CICUCO,16,14302,0.0011
2018,2,BOYACA,ZETAQUIRA,78,4629,0.0169
2017,1,SANTANDER,SAN BENITO,0,4007,0
2017,2,CUNDINAMARCA,FACATATIVA,0,136950,0
2017,1,CUNDINAMARCA,SUESCA,0,18011,0
2018,2,BOYACA,BELEN,287,7481,0.0384
2017,1,HUILA,LA PLATA,0,64938,0
2018,1,CUNDINAMARCA,CHOCONTA,1138,20568,0.0553
2018,2,SUCRE,CAIMITO,15,15231,0.001
2018,1,SANTANDER,LA BELLEZA,222,6198,0.0358
2017,2,CUNDINAMARCA,COGUA,0,23214,0
2017,2,SANTANDER,TONA,0,7168,0
2020,3,CUNDINAMARCA,SOPO,4090,28999,0.141
2018,2,VALLE DEL CAUCA,LA CUMBRE,268,16316,0.0164
2020,2,NORTE DE SANTANDER,TIBU,2340,58721,0.0398
2018,2,BOYACA,VENTAQUEMADA,231,15706,0.0147
2020,3,NORTE DE SANTANDER,PUERTO SANTANDER,533,9262,0.0575
2018,1,CHOCO,CONDOTO,331,12663,0.0261
2018,1,CASANARE,PORE,707,11967,0.0591
2017,1,BOYACA,GACHANTIVA,0,2569,0
2017,1,CAUCA,ROSAS,0,13470,0
2020,3,SANTANDER,CALIFORNIA,20,2232,0.009
2017,1,BOYACA,AQUITANIA,0,14872,0
2017,1,CUNDINAMARCA,TENA,0,9223,0
2017,1,SANTANDER,EL PENON,0,5076,0
2018,2,CUNDINAMARCA,RICAURTE,1173,12881,0.0911
2017,1,SANTANDER,PIEDECUESTA,0,156207,0
2020,3,CALDAS,LA DORADA,9593,74006,0.1296
2018,1,NORTE DE SANTANDER,SAN CALIXTO,127,12011,0.0106
2018,1,VAUPES,TARAIRA,6,2215,0.0027
2020,3,ANTIOQUIA,ARMENIA,120,5074,0.0236
2018,2,CHOCO,RIO IRO,18,5467,0.0033
2018,2,NARINO,SAN BERNARDO,196,9202,0.0213
2017,1,ANTIOQUIA,URRAO,0,45896,0
2020,3,NARINO,CONTADERO,150,7236,0.0207
2017,1,NARINO,GUALMATAN,0,5778,0
2017,2,NARINO,IPIALES,0,145073,0
2020,3,CUNDINAMARCA,GACHALA,119,4405,0.027
2017,1,PUTUMAYO,PUERTO CAICEDO,0,14675,0
2018,2,CUNDINAMARCA,AGUA DE DIOS,680,11685,0.0582
2020,2,ATLANTICO,SANTO TOMAS,2093,32000,0.0654
2017,2,CORDOBA,LOS CORDOBAS,0,25208,0
2018,2,ANTIOQUIA,SAN RAFAEL,954,15698,0.0608
2018,1,BOYACA,BELEN,287,7481,0.0384
2017,1,SUCRE,OVEJAS,0,20967,0
2017,1,SANTANDER,EL PLAYON,0,11520,0
2018,1,NORTE DE SANTANDER,BOCHALEMA,15,8105,0.0019
2017,2,BOYACA,CHIQUIZA,0,5368,0
2018,2,CUNDINAMARCA,GUADUAS,1629,30524,0.0534
2018,2,SANTANDER,PINCHOTE,211,5162,0.0409
2017,2,ANTIOQUIA,ANGELOPOLIS,0,9216,0
2017,1,BOYACA,IZA,0,2389,0
2018,1,NARINO,POLICARPA,17,9897,0.0017
2018,2,HUILA,CAMPOALEGRE,2613,31087,0.0841
2017,1,GUAVIARE,CALAMAR,0,8665,0
2017,2,AMAZONAS,PUERTO NARINO,0,8398,0
2017,2,CHOCO,UNION PANAMERICANA,0,9904,0
2020,2,SANTANDER,GIRON,29870,171904,0.1738
2018,1,SANTANDER,EL PLAYON,312,13713,0.0228
2018,1,NORTE DE SANTANDER,PAMPLONITA,21,5402,0.0039
2018,2,BOYACA,CHITA,142,8045,0.0177
2018,2,TOLIMA,ESPINAL,8986,70494,0.1275
2018,2,CUNDINAMARCA,CHOCONTA,1161,20568,0.0564
2017,1,BOYACA,SOCOTA,0,7739,0
2020,3,CORDOBA,SAN ANTERO,1491,35035,0.0426
2017,1,BOYACA,GUATEQUE,0,9483,0
2018,2,HUILA,PITALITO,12194,124359,0.0981
2017,2,CAUCA,JAMBALO,0,18303,0
2018,2,CESAR,EL PASO,245,37531,0.0065
2017,2,NORTE DE SANTANDER,VILLA DEL ROSARIO,0,92661,0
2017,1,VAUPES,MITU,0,32156,0
2018,1,NORTE DE SANTANDER,MUTISCUA,55,4163,0.0132
2018,1,SANTANDER,MATANZA,88,4976,0.0177
2020,3,BOYACA,BELEN,970,7532,0.1288
2018,1,ANTIOQUIA,ARMENIA,141,5139,0.0274
2017,1,TOLIMA,HONDA,0,24311,0
2017,2,VALLE DEL CAUCA,VERSALLES,0,7017,0
2017,1,ANTIOQUIA,YOLOMBO,0,24809,0
2018,2,NORTE DE SANTANDER,CHINACOTA,659,17263,0.0382
2018,2,CUNDINAMARCA,VILLETA,2589,26873,0.0963
2017,2,BOYACA,PAZ DE RIO,0,4561,0
2018,2,SUCRE,SUCRE,61,29552,0.0021
2020,3,CALDAS,ARANZAZU,75,10556,0.0071
2017,1,NARINO,LA TOLA,0,13669,0
2017,1,ATLANTICO,CANDELARIA,0,12528,0
2017,1,CASANARE,TRINIDAD,0,15472,0
2018,2,TOLIMA,MARIQUITA,2547,37770,0.0674
2018,1,TOLIMA,CASABIANCA,156,6373,0.0245
2020,3,GUAINIA,LA GUADALUPE,0,296,0
2018,1,CUNDINAMARCA,GIRARDOT,18362,101018,0.1818
2018,1,CUNDINAMARCA,PAIME,51,4186,0.0122
2018,1,META,MAPIRIPAN,10,7007,0.0014
2017,1,CAUCA,ALMAGUER,0,21322,0
2018,2,NORTE DE SANTANDER,LOURDES,105,3954,0.0266
2018,1,SANTANDER,AGUADA,29,1855,0.0156
2020,3,CALDAS,SALAMINA,1317,19393,0.0679
2017,1,BOLIVAR,SOPLAVIENTO,0,8480,0
2018,1,CUNDINAMARCA,ALBAN,135,6438,0.021
2017,1,CUNDINAMARCA,GUTIERREZ,0,4242,0
2018,1,CUNDINAMARCA,YACOPI,245,12322,0.0199
2017,2,PUTUMAYO,SAN MIGUEL,0,27707,0
2017,2,BOYACA,TUTAZA,0,1820,0
2017,2,CORDOBA,BUENAVISTA,0,22191,0
2017,1,SANTANDER,PUERTO PARRA,0,7768,0
2020,3,SAN ANDRES Y PROVIDENCIA,SAN ANDRES,3149,57433,0.0548
2017,1,ANTIOQUIA,SAN RAFAEL,0,12874,0
2017,1,NORTE DE SANTANDER,OCANA,0,99741,0
2017,1,CORDOBA,PUEBLO NUEVO,0,40129,0
2018,2,HUILA,SANTA MARIA,190,10405,0.0183
2017,2,BOYACA,LA VICTORIA,0,1673,0
2017,1,ANTIOQUIA,EBEJICO,0,12507,0
2018,1,ARAUCA,TAME,880,43932,0.02
2017,2,ANTIOQUIA,CAROLINA,0,3552,0
2018,2,ANTIOQUIA,OLAYA,176,3127,0.0563
2018,2,CUNDINAMARCA,CHIPAQUE,438,9467,0.0463
2017,2,CASANARE,MONTERREY,0,15213,0
2020,2,VALLE DEL CAUCA,YUMBO,18513,110069,0.1682
2018,2,CESAR,AGUSTIN CODAZZI,3489,60768,0.0574
2020,3,CUNDINAMARCA,PARATEBUENO,132,9218,0.0143
2017,2,BOYACA,FLORESTA,0,4431,0
2017,2,CAUCA,SILVIA,0,32462,0
2020,3,PUTUMAYO,VALLE DEL GUAMUEZ,1037,34660,0.0299
2017,2,NORTE DE SANTANDER,HACARI,0,10790,0
2018,1,RISARALDA,BALBOA,69,6423,0.0107
2020,1,META,GRANADA,3271,70577,0.0463
2017,1,ANTIOQUIA,ENTRERRIOS,0,10248,0
2018,1,PUTUMAYO,SAN FRANCISCO,290,5645,0.0514
2017,2,VALLE DEL CAUCA,SAN PEDRO,0,18637,0
2020,3,TOLIMA,CARMEN DE APICALA,121,10448,0.0116
2017,2,HUILA,HOBO,0,6986,0
2017,1,CUNDINAMARCA,EL ROSAL,0,18045,0
2020,3,RISARALDA,BELEN DE UMBRIA,1377,24708,0.0557
2018,1,ANTIOQUIA,EL CARMEN DE VIBORAL,5301,59416,0.0892
2017,1,ATLANTICO,GALAPA,0,45093,0
2020,3,HUILA,TARQUI,369,17729,0.0208
2017,1,TOLIMA,PURIFICACION,0,29539,0
2019,4,ATLANTICO,PALMAR DE VARELA,1232,30094,0.0409
2020,3,LA GUAJIRA,LA JAGUA DEL PILAR,11,3834,0.0029
2017,2,SUCRE,LOS PALMITOS,0,19234,0
2018,2,CAQUETA,EL DONCELLO,36,19294,0.0019
2017,1,TOLIMA,RIOBLANCO,0,24345,0
2018,1,SANTANDER,ONZAGA,76,4183,0.0182
2018,1,BOYACA,MONGUI,98,4234,0.0231
2018,1,ANTIOQUIA,REMEDIOS,1778,28415,0.0626
2017,2,BOYACA,DUITAMA,0,113516,0
2018,1,SANTANDER,LA PAZ,52,4953,0.0105
2017,2,CUNDINAMARCA,QUIPILE,0,8150,0
2017,1,CUNDINAMARCA,GUASCA,0,15246,0
2018,1,ATLANTICO,CAMPO DE LA CRUZ,31,22879,0.0014
2018,1,CAQUETA,CURILLO,13,7593,0.0017
2018,2,NORTE DE SANTANDER,HERRAN,16,6755,0.0024
2017,1,SUCRE,CAIMITO,0,12303,0
2017,2,HUILA,GARZON,0,92186,0
2020,3,CALDAS,ANSERMA,2722,36691,0.0742
2018,2,NORTE DE SANTANDER,LABATECA,77,6268,0.0123
2020,3,CAUCA,PIAMONTE,20,9259,0.0022
2017,2,MAGDALENA,PLATO,0,59814,0
2017,2,CESAR,PUEBLO BELLO,0,23404,0
2020,2,VALLE DEL CAUCA,GUADALAJARA DE BUGA,23617,128945,0.1832
2017,2,BOYACA,PUERTO BOYACA,0,56096,0
2018,1,CHOCO,RIOSUCIO,91,53449,0.0017
2017,2,ATLANTICO,CANDELARIA,0,12528,0
2017,1,BOLIVAR,CICUCO,0,11137,0
2020,3,CUNDINAMARCA,GUATAVITA,258,6811,0.0379
2018,2,BOLIVAR,SAN JACINTO DEL CAUCA,108,9935,0.0109
2017,2,CAQUETA,SAN JOSE DEL FRAGUA,0,15125,0
2018,2,SANTANDER,LEBRIJA,1549,41835,0.037
2017,2,PUTUMAYO,PUERTO CAICEDO,0,14675,0
2018,2,CUNDINAMARCA,TENJO,1697,21935,0.0774
2017,2,CUNDINAMARCA,LA MESA,0,32300,0
2017,1,CUNDINAMARCA,CACHIPAY,0,9788,0
2017,1,SANTANDER,SABANA DE TORRES,0,18325,0
2017,1,LA GUAJIRA,VILLANUEVA,0,28254,0
2018,1,BOYACA,VENTAQUEMADA,221,15706,0.0141
2020,3,ANTIOQUIA,SAN CARLOS,1344,15811,0.085
2018,2,CHOCO,NUQUI,244,16223,0.015
2017,1,TOLIMA,FALAN,0,9204,0
2020,3,NARINO,CORDOBA,43,15477,0.0028
2018,2,META,ACACIAS,9966,88023,0.1132
2017,1,RISARALDA,PEREIRA,0,474335,0
2017,1,BOYACA,MIRAFLORES,0,9787,0
2018,2,CAQUETA,CARTAGENA DEL CHAIRA,23,30399,8e-04
2018,2,ANTIOQUIA,TURBO,9582,124552,0.0769
2018,2,SANTANDER,SAN BENITO,44,2950,0.0149
2017,2,CAQUETA,LA MONTANITA,0,23962,0
2017,2,ANTIOQUIA,ANORI,0,17521,0
2018,2,CALDAS,VITERBO,951,12734,0.0747
2020,3,CASANARE,TAURAMENA,1611,25173,0.064
2017,1,CALDAS,RIOSUCIO,0,63045,0
2017,1,CORDOBA,PUERTO LIBERTADOR,0,50755,0
2017,2,CASANARE,HATO COROZAL,0,12578,0
2017,2,CAUCA,GUACHENE,0,19896,0
2017,1,ANTIOQUIA,APARTADO,0,189325,0
2020,3,BOLIVAR,NOROSI,91,9953,0.0091
2018,1,ANTIOQUIA,ANZA,154,7010,0.022
2020,3,CORDOBA,PURISIMA,49,17587,0.0028
2017,2,TOLIMA,CARMEN DE APICALA,0,8880,0
2018,2,VALLE DEL CAUCA,ZARZAL,4842,41925,0.1155
2017,2,NORTE DE SANTANDER,GRAMALOTE,0,5442,0
2017,1,SANTANDER,BOLIVAR,0,12060,0
2020,3,ATLANTICO,SANTA LUCIA,17,17104,0.001
2018,1,SANTANDER,CHARALA,1143,12270,0.0932
2018,2,VALLE DEL CAUCA,YUMBO,16012,107334,0.1492
2017,2,META,MESETAS,0,11405,0
2020,3,PUTUMAYO,COLON,119,5530,0.0215
2018,2,GUAINIA,CACAHUAL,22,863,0.0255
2019,3,MAGDALENA,EL RETEN,25,20455,0.0012
2018,2,ANTIOQUIA,AMALFI,1738,25962,0.0669
2018,2,ANTIOQUIA,BELMIRA,289,6000,0.0482
2017,1,SANTANDER,SAN JOAQUIN,0,2407,0
2018,1,CAUCA,SUAREZ,25,31904,8e-04
2018,2,SANTANDER,VELEZ,482,24356,0.0198
2017,1,NARINO,SANTA BARBARA,0,14630,0
2018,1,ATLANTICO,BARRANQUILLA,225807,1206319,0.1872
2017,1,SANTANDER,LA PAZ,0,5075,0
2018,1,NARINO,ILES,123,7662,0.0161
2020,3,HUILA,TELLO,18,11800,0.0015
2018,2,BOYACA,CUCAITA,72,3725,0.0193
2017,1,ATLANTICO,MALAMBO,0,125248,0
2017,2,NARINO,BARBACOAS,0,39564,0
2018,1,BOYACA,PAJARITO,56,2390,0.0234
2017,1,BOLIVAR,ARJONA,0,75271,0
2018,2,CUNDINAMARCA,FUSAGASUGA,25872,138498,0.1868
2018,1,SANTANDER,CHIPATA,39,5075,0.0077
2018,2,BOYACA,CHIQUIZA,28,4684,0.006
2020,3,GUAINIA,CACAHUAL,16,903,0.0177
2020,3,CUNDINAMARCA,BOJACA,189,11092,0.017
2017,1,RISARALDA,LA CELIA,0,8568,0
2018,1,MAGDALENA,PUEBLOVIEJO,14,29824,5e-04
2017,2,NARINO,TAMINANGO,0,21265,0
2020,3,ANTIOQUIA,GIRARDOTA,9019,54439,0.1657
2018,2,ANTIOQUIA,VENECIA,1247,11602,0.1075
2017,2,LA GUAJIRA,MAICAO,0,162118,0
2017,1,MAGDALENA,EL BANCO,0,55801,0
2018,1,ATLANTICO,CANDELARIA,72,15982,0.0045
2017,1,BOYACA,CUCAITA,0,4689,0
2018,1,CALDAS,NEIRA,612,21024,0.0291
2017,2,VALLE DEL CAUCA,LA UNION,0,39011,0
2017,2,CASANARE,TAMARA,0,7034,0
2017,1,BOLIVAR,CALAMAR,0,23928,0
2017,1,GUAINIA,BARRANCO MINAS,0,4944,0
2020,3,SANTANDER,TONA,133,7718,0.0172
2017,2,QUINDIO,SALENTO,0,7103,0
2020,3,QUINDIO,CORDOBA,193,5739,0.0336
2020,3,SANTANDER,SAN GIL,8392,59670,0.1406
2017,1,CUNDINAMARCA,PARATEBUENO,0,7782,0
2017,2,META,LEJANIAS,0,9342,0
2018,2,BOYACA,GAMEZA,94,4850,0.0194
2018,1,ANTIOQUIA,SAN JERONIMO,1198,15361,0.078
2017,2,BOYACA,SORACA,0,5226,0
2018,1,VALLE DEL CAUCA,CANDELARIA,8336,91825,0.0908
2017,2,ATLANTICO,REPELON,0,26778,0
2020,3,CUNDINAMARCA,SUSA,160,7067,0.0226
2020,3,CESAR,SAN ALBERTO,1130,28453,0.0397
2018,1,CALDAS,MANZANARES,806,17928,0.045
2017,2,ATLANTICO,GALAPA,0,45093,0
2017,1,CUNDINAMARCA,MADRID,0,80622,0
2020,3,BOLIVAR,CANTAGALLO,26,8696,0.003
2017,1,TOLIMA,VILLAHERMOSA,0,10591,0
2020,3,BOYACA,CUITIVA,24,1810,0.0133
2018,1,HUILA,OPORAPA,47,11629,0.004
2017,2,HUILA,YAGUARA,0,9176,0
2017,2,SAN ANDRES Y PROVIDENCIA,PROVIDENCIA,0,5174,0
2017,2,ATLANTICO,TUBARA,0,11022,0
2018,2,SANTANDER,VILLANUEVA,153,7873,0.0194
2018,2,CAUCA,SANTANDER DE QUILICHAO,7873,110445,0.0713
2017,1,NARINO,SAPUYES,0,6124,0
2020,3,TOLIMA,ATACO,57,19117,0.003
2017,1,SANTANDER,ENCINO,0,2459,0
2018,1,CESAR,PUEBLO BELLO,25,27007,9e-04
2020,3,ANTIOQUIA,EBEJICO,622,12134,0.0513
2017,1,NARINO,ILES,0,8871,0
2018,1,NARINO,EL CHARCO,9,22505,4e-04
2018,2,NARINO,OLAYA HERRERA,10,25358,4e-04
2017,2,HUILA,ALTAMIRA,0,4455,0
2018,1,BOYACA,PACHAVITA,35,2467,0.0142
2018,1,RISARALDA,BELEN DE UMBRIA,1174,24690,0.0475
2017,1,BOYACA,TUTAZA,0,1820,0
2017,2,CUNDINAMARCA,MANTA,0,4754,0
2018,2,BOYACA,SUTAMARCHAN,91,6092,0.0149
2018,1,TOLIMA,VENADILLO,845,12817,0.0659
2018,1,ANTIOQUIA,CAMPAMENTO,295,9203,0.0321
2017,2,NARINO,PASTO,0,450645,0
2020,3,VALLE DEL CAUCA,RIOFRIO,75,15463,0.0049
2017,1,CUNDINAMARCA,TIBIRITA,0,2943,0
2017,2,SANTANDER,PINCHOTE,0,5373,0
2017,1,ATLANTICO,SABANALARGA,0,100304,0
2017,1,SANTANDER,GUAVATA,0,3549,0
2018,1,BOYACA,LA VICTORIA,34,1118,0.0304
2018,1,CAUCA,BUENOS AIRES,68,31436,0.0022
2017,2,MAGDALENA,PUEBLOVIEJO,0,31697,0
2018,2,ANTIOQUIA,LA PINTADA,933,8114,0.115
2017,2,NORTE DE SANTANDER,OCANA,0,99741,0
2017,2,BOLIVAR,EL GUAMO,0,7771,0
2018,2,NARINO,NARINO,104,4364,0.0238
2018,1,NORTE DE SANTANDER,LA ESPERANZA,25,11358,0.0022
2017,2,ANTIOQUIA,URAMITA,0,8221,0
2018,1,VALLE DEL CAUCA,GINEBRA,628,22741,0.0276
2018,2,NARINO,CHACHAGsI,173,15354,0.0113
2018,2,ANTIOQUIA,TARSO,411,6184,0.0665
2017,2,GUAINIA,INIRIDA,0,20147,0
2017,1,ANTIOQUIA,MACEO,0,6696,0
2017,1,LA GUAJIRA,LA JAGUA DEL PILAR,0,3289,0
2020,3,ANTIOQUIA,ITAGUI,75137,289994,0.2591
2017,2,QUINDIO,MONTENEGRO,0,41578,0
2017,2,NARINO,EL PENOL,0,6430,0
2017,2,BOYACA,SANTA MARIA,0,3850,0
2017,2,ANTIOQUIA,HELICONIA,0,5757,0
2017,1,CAUCA,PIAMONTE,0,7417,0
2020,3,CAUCA,FLORENCIA,605,5303,0.1141
2018,2,CUNDINAMARCA,NILO,254,10819,0.0235
2020,3,BOYACA,NUEVO COLON,100,5217,0.0192
2018,2,BOYACA,UMBITA,95,7530,0.0126
2018,1,ATLANTICO,BARANOA,2981,62382,0.0478
2018,2,ATLANTICO,SOLEDAD,78578,603999,0.1301
2018,2,CAUCA,PAEZ,187,45776,0.0041
2018,2,NORTE DE SANTANDER,SALAZAR,18,10205,0.0018
2017,1,NORTE DE SANTANDER,LOS PATIOS,0,78409,0
2018,1,CESAR,LA PAZ,864,27759,0.0311
2018,2,CUNDINAMARCA,SUPATA,88,5203,0.0169
2020,3,CAUCA,INZA,26,29441,9e-04
2020,3,META,MAPIRIPAN,16,7156,0.0022
2019,2,MAGDALENA,FUNDACION,2720,68681,0.0396
2018,2,CESAR,TAMALAMEQUE,29,15339,0.0019
2017,1,SANTANDER,CONCEPCION,0,5177,0
2017,2,CASANARE,OROCUE,0,8389,0
2017,1,CUNDINAMARCA,LENGUAZAQUE,0,10352,0
2020,3,BOLIVAR,SANTA ROSA,131,22409,0.0058
2017,2,CORDOBA,SAN ANTERO,0,32526,0
2017,1,BOYACA,CHITARAQUE,0,5496,0
2017,1,CASANARE,OROCUE,0,8389,0
2020,3,AMAZONAS,PUERTO SANTANDER,0,1772,0
2017,2,ARAUCA,ARAUQUITA,0,42171,0
2020,3,BOLIVAR,SAN MARTIN DE LOBA,48,14897,0.0032
2018,2,META,MAPIRIPAN,10,7007,0.0014
2020,3,CALDAS,MARQUETALIA,76,13490,0.0056
2017,1,AMAZONAS,EL ENCANTO,0,4928,0
2018,2,CHOCO,CARMEN DEL DARIEN,25,18433,0.0014
2018,2,CUNDINAMARCA,SUESCA,324,17021,0.019
2020,3,ANTIOQUIA,CAREPA,5400,51143,0.1056
2018,1,ANTIOQUIA,HELICONIA,212,5451,0.0389
2018,1,CAQUETA,CARTAGENA DEL CHAIRA,23,30399,8e-04
2017,2,ANTIOQUIA,CONCEPCION,0,3284,0
2017,2,AMAZONAS,PUERTO SANTANDER,0,3051,0
2017,2,VALLE DEL CAUCA,ANDALUCIA,0,17760,0
2018,1,CUNDINAMARCA,EL COLEGIO,814,23886,0.0341
2018,2,SANTANDER,GsEPSA,172,5114,0.0336
2018,2,BOLIVAR,HATILLO DE LOBA,114,12317,0.0093
2017,2,BOYACA,PANQUEBA,0,1425,0
2018,1,BOYACA,JERICO,47,3929,0.012
2017,1,TOLIMA,ICONONZO,0,10801,0
2018,1,SUCRE,COVENAS,1054,18250,0.0578
2018,1,SANTANDER,CALIFORNIA,41,2130,0.0192
2018,2,ANTIOQUIA,ANGELOPOLIS,225,5756,0.0391
2020,3,NORTE DE SANTANDER,PAMPLONITA,60,5793,0.0104
2017,1,ANTIOQUIA,CAROLINA,0,3552,0
2018,1,VALLE DEL CAUCA,ZARZAL,4879,41925,0.1164
2017,1,ANTIOQUIA,PEQUE,0,11199,0
2019,4,CUNDINAMARCA,RICAURTE,1927,13652,0.1412
2018,1,NARINO,SAN ANDRES DE TUMACO,3707,253637,0.0146
2020,3,SANTANDER,SAN BENITO,11,2972,0.0037
2018,1,ARAUCA,CRAVO NORTE,298,3925,0.0759
2017,2,CALDAS,ARANZAZU,0,11164,0
2017,1,CHOCO,RIO IRO,0,10042,0
2017,2,CUNDINAMARCA,VIANI,0,4214,0
2020,3,BOYACA,OTANCHE,45,8004,0.0056
2020,3,NARINO,SANTA BARBARA,24,13242,0.0018
2017,1,CHOCO,UNGUIA,0,15223,0
2018,2,NARINO,SAN LORENZO,100,18473,0.0054
2018,2,SANTANDER,BOLIVAR,86,11287,0.0076
2020,3,CAUCA,BUENOS AIRES,62,32049,0.0019
2017,1,TOLIMA,ARMERO,0,11724,0
2017,1,VICHADA,SANTA ROSALIA,0,4138,0
2017,1,PUTUMAYO,PUERTO GUZMAN,0,23994,0
2017,2,MAGDALENA,TENERIFE,0,12224,0
2018,1,CUNDINAMARCA,ARBELAEZ,154,10860,0.0142
2017,1,BOYACA,BUENAVISTA,0,5764,0
2017,1,MAGDALENA,CERRO SAN ANTONIO,0,7768,0
2017,1,PUTUMAYO,VALLE DEL GUAMUEZ,0,53057,0
2017,1,SANTANDER,VETAS,0,2454,0
2020,3,VAUPES,TARAIRA,6,2423,0.0025
2020,3,ANTIOQUIA,ABRIAQUI,135,2735,0.0494
2017,1,CAUCA,LA SIERRA,0,10609,0
2018,1,HUILA,CAMPOALEGRE,2173,31087,0.0699
2017,1,SANTANDER,GUACA,0,6296,0
2020,3,BOLIVAR,CORDOBA,98,16474,0.0059
2017,2,NARINO,LOS ANDES,0,20128,0
2020,3,CHOCO,MEDIO ATRATO,5,10930,5e-04
2018,1,CASANARE,RECETOR,34,1634,0.0208
2017,1,BOYACA,BOYACA,0,4350,0
2018,1,CUNDINAMARCA,PULI,44,3327,0.0132
2017,1,CAUCA,BALBOA,0,26005,0
2018,2,SUCRE,SAN LUIS DE SINCE,654,30773,0.0213
2018,1,CALDAS,FILADELFIA,186,11451,0.0162
2020,3,CAUCA,VILLA RICA,159,21328,0.0075
2017,1,NARINO,CHACHAGsI,0,13967,0
2017,2,CHOCO,MEDIO SAN JUAN,0,17071,0
2020,3,ANTIOQUIA,TARSO,547,6231,0.0878
2018,1,SANTANDER,OCAMONTE,59,5661,0.0104
2017,2,RISARALDA,SANTA ROSA DE CABAL,0,72634,0
2020,3,CALDAS,SUPIA,1875,29363,0.0639
2017,2,CUNDINAMARCA,ARBELAEZ,0,12374,0
2020,3,VALLE DEL CAUCA,FLORIDA,5261,57961,0.0908
2017,1,CUNDINAMARCA,ANOLAIMA,0,12110,0
2020,3,CAQUETA,SOLITA,27,6346,0.0043
2017,1,CHOCO,CONDOTO,0,14991,0
2018,1,HUILA,YAGUARA,73,7730,0.0094
2017,2,SANTANDER,LA BELLEZA,0,8594,0
2020,3,BOYACA,SAN MATEO,24,3131,0.0077
2020,2,VALLE DEL CAUCA,CANDELARIA,9907,94211,0.1052
2018,1,BOYACA,CERINZA,103,3713,0.0277
2018,2,ANTIOQUIA,SEGOVIA,6435,37900,0.1698
2020,3,BOLIVAR,TURBACO,12049,113440,0.1062
2018,2,CUNDINAMARCA,TAUSA,73,8067,0.009
2018,2,BOYACA,MACANAL,92,4976,0.0185
2017,2,ATLANTICO,PALMAR DE VARELA,0,25630,0
2017,1,NARINO,LA FLORIDA,0,9368,0
2018,1,CAQUETA,SAN VICENTE DEL CAGUAN,529,50719,0.0104
2018,2,QUINDIO,QUIMBAYA,3056,30751,0.0994
2017,1,CUNDINAMARCA,SIMIJACA,0,13516,0
2018,2,CAQUETA,LA MONTANITA,18,14714,0.0012
2020,3,VALLE DEL CAUCA,DAGUA,5217,49015,0.1064
2017,2,NARINO,ALBAN,0,22711,0
2017,1,NORTE DE SANTANDER,CACOTA,0,1819,0
2017,1,TOLIMA,CUNDAY,0,9544,0
2017,1,ANTIOQUIA,MURINDO,0,4795,0
2018,2,NORTE DE SANTANDER,BUCARASICA,21,6248,0.0034
2018,1,CUNDINAMARCA,CAJICA,17008,82244,0.2068
2019,4,CUNDINAMARCA,TOCAIMA,426,16136,0.0264
2017,1,NARINO,PASTO,0,450645,0
2020,3,RISARALDA,DOSQUEBRADAS,55462,223782,0.2478
2020,3,ATLANTICO,SUAN,274,12572,0.0218
2018,1,TOLIMA,IBAGUE,107321,529635,0.2026
2018,1,HUILA,NEIVA,71589,357392,0.2003
2017,2,VALLE DEL CAUCA,ULLOA,0,5387,0
